,Open,High,Low,Close,Headlines,Average Mean,Differential,Sentiment,Polarity
2017-02-23,857.570007,860.8599849999999,848.0,852.1900019999999,A darkly humorous new series is like “Mr. Robot” redone as a whimsical farce,794.7185063600004,12.859984999999938,0,-0.06590909090909092
2017-02-24,857.570007,860.8599849999999,848.0,852.1900019999999,A darkly humorous new series is like “Mr. Robot” redone as a whimsical farce,795.4772063100005,12.859984999999938,0,-0.06590909090909092
2017-02-25,857.570007,860.8599849999999,848.0,852.1900019999999,A darkly humorous new series is like “Mr. Robot” redone as a whimsical farce,796.2359062600004,12.859984999999938,0,-0.06590909090909092
2017-02-26,857.570007,860.8599849999999,848.0,852.1900019999999,A darkly humorous new series is like “Mr. Robot” redone as a whimsical farce,796.9946062100005,12.859984999999938,0,-0.06590909090909092
2017-02-27,857.570007,860.8599849999999,848.0,852.1900019999999,A darkly humorous new series is like “Mr. Robot” redone as a whimsical farce,797.7533061600005,12.859984999999938,0,-0.06590909090909092
2017-02-28,857.570007,860.8599849999999,848.0,852.1900019999999,A darkly humorous new series is like “Mr. Robot” redone as a whimsical farce,798.5120061100005,12.859984999999938,0,-0.06590909090909092
2017-03-01,857.570007,860.8599849999999,848.0,852.1900019999999,A darkly humorous new series is like “Mr. Robot” redone as a whimsical farce,799.2707060600005,12.859984999999938,0,-0.06590909090909092
2017-03-02,853.080017,854.820007,847.2800289999999,848.909973,"Called “The Romanoffs,” this drama will be an 8-episode anthology about people who believe they are descendants of the former ruling family of Russia.",799.9966057200005,7.539978000000133,0,0.0
2017-03-03,853.080017,854.820007,847.2800289999999,848.909973,"Called “The Romanoffs,” this drama will be an 8-episode anthology about people who believe they are descendants of the former ruling family of Russia.",800.7225053800005,7.539978000000133,0,0.0
2017-03-04,853.080017,854.820007,847.2800289999999,848.909973,"Called “The Romanoffs,” this drama will be an 8-episode anthology about people who believe they are descendants of the former ruling family of Russia.",801.4484050400005,7.539978000000133,0,0.0
2017-03-05,853.080017,854.820007,847.2800289999999,848.909973,"Called “The Romanoffs,” this drama will be an 8-episode anthology about people who believe they are descendants of the former ruling family of Russia.",802.1743047000004,7.539978000000133,0,0.0
2017-03-06,853.080017,854.820007,847.2800289999999,848.909973,"Called “The Romanoffs,” this drama will be an 8-episode anthology about people who believe they are descendants of the former ruling family of Russia.",802.9002043600005,7.539978000000133,0,0.0
2017-03-07,853.080017,854.820007,847.2800289999999,848.909973,"Called “The Romanoffs,” this drama will be an 8-episode anthology about people who believe they are descendants of the former ruling family of Russia.",803.6261040200005,7.539978000000133,0,0.0
2017-03-08,853.080017,854.820007,847.2800289999999,848.909973,"Called “The Romanoffs,” this drama will be an 8-episode anthology about people who believe they are descendants of the former ruling family of Russia.",804.3520036800005,7.539978000000133,0,0.0
2017-03-09,853.080017,854.820007,847.2800289999999,848.909973,"Called “The Romanoffs,” this drama will be an 8-episode anthology about people who believe they are descendants of the former ruling family of Russia.",805.0779033400005,7.539978000000133,0,0.0
2017-03-10,853.080017,854.820007,847.2800289999999,848.909973,"Called “The Romanoffs,” this drama will be an 8-episode anthology about people who believe they are descendants of the former ruling family of Russia.",805.8038030000005,7.539978000000133,0,0.0
2017-03-11,853.080017,854.820007,847.2800289999999,848.909973,"Called “The Romanoffs,” this drama will be an 8-episode anthology about people who believe they are descendants of the former ruling family of Russia.",806.5297026600005,7.539978000000133,0,0.0
2017-03-12,847.2000119999999,851.98999,846.2700199999999,849.8800050000001,A rare service breakdown has provided an opportunity for rivals like Google and Microsoft to preach the benefits of working with multiple providers.,807.2653026400004,5.719970000000103,1,0.15
2017-03-13,851.7700199999999,855.6900019999999,851.7100220000001,854.590027,An error at an Amazon data center in Virginia caused chaos for a number of websites. The mistake offers a lesson on dependency.,808.0480028400004,3.9799799999998413,0,0.0
2017-03-14,851.7700199999999,855.6900019999999,851.7100220000001,854.590027,An error at an Amazon data center in Virginia caused chaos for a number of websites. The mistake offers a lesson on dependency.,808.8307030400003,3.9799799999998413,0,0.0
2017-03-15,851.7700199999999,855.6900019999999,851.7100220000001,854.590027,An error at an Amazon data center in Virginia caused chaos for a number of websites. The mistake offers a lesson on dependency.,809.7830034600004,3.9799799999998413,0,0.0
2017-03-16,851.7700199999999,855.6900019999999,851.7100220000001,854.590027,An error at an Amazon data center in Virginia caused chaos for a number of websites. The mistake offers a lesson on dependency.,810.7353038800003,3.9799799999998413,0,0.0
2017-03-17,851.7700199999999,855.6900019999999,851.7100220000001,854.590027,An error at an Amazon data center in Virginia caused chaos for a number of websites. The mistake offers a lesson on dependency.,811.6876043000002,3.9799799999998413,0,0.0
2017-03-18,851.7700199999999,855.6900019999999,851.7100220000001,854.590027,An error at an Amazon data center in Virginia caused chaos for a number of websites. The mistake offers a lesson on dependency.,812.6399047200002,3.9799799999998413,0,0.0
2017-03-19,851.7700199999999,855.6900019999999,851.7100220000001,854.590027,An error at an Amazon data center in Virginia caused chaos for a number of websites. The mistake offers a lesson on dependency.,813.5922051400001,3.9799799999998413,0,0.0
2017-03-20,851.7700199999999,855.6900019999999,851.7100220000001,854.590027,An error at an Amazon data center in Virginia caused chaos for a number of websites. The mistake offers a lesson on dependency.,814.5445055600001,3.9799799999998413,0,0.0
2017-03-21,851.7700199999999,855.6900019999999,851.7100220000001,854.590027,An error at an Amazon data center in Virginia caused chaos for a number of websites. The mistake offers a lesson on dependency.,815.4968059800001,3.9799799999998413,0,0.0
2017-03-22,851.7700199999999,855.6900019999999,851.7100220000001,854.590027,An error at an Amazon data center in Virginia caused chaos for a number of websites. The mistake offers a lesson on dependency.,816.4491064,3.9799799999998413,0,0.0
2017-03-23,848.2000119999999,850.8900150000001,844.7999880000001,847.3800050000001,"The purchase price for Souq.com is pocket change for the online retailing giant, yet overseas buyers have found this market challenging.",817.3293066,6.090026999999964,1,0.25
2017-03-24,848.2000119999999,850.8900150000001,844.7999880000001,847.3800050000001,"The purchase price for Souq.com is pocket change for the online retailing giant, yet overseas buyers have found this market challenging.",818.1149065799999,6.090026999999964,1,0.25
2017-03-25,848.2000119999999,850.8900150000001,844.7999880000001,847.3800050000001,"The online retailing giant is trying to bring its own formula to traditional retailing. If it is successful, it could change how all stores operate.",818.9005065599999,6.090026999999964,1,0.3375
2017-03-26,848.2000119999999,850.8900150000001,844.7999880000001,847.3800050000001,"The online retailing giant is trying to bring its own formula to traditional retailing. If it is successful, it could change how all stores operate.",819.79660641,6.090026999999964,1,0.3375
2017-03-27,838.070007,850.2999880000001,833.5,846.820007,"Mr. Jenkins, the filmmaker behind “Moonlight,” will write and direct this series based on Colson Whitehead’s award-winning novel.",820.68710628,16.7999880000001,0,-0.15000000000000002
2017-03-28,838.070007,850.2999880000001,833.5,846.820007,"Mr. Jenkins, the filmmaker behind “Moonlight,” will write and direct this series based on Colson Whitehead’s award-winning novel.",821.5776061500001,16.7999880000001,0,-0.15000000000000002
2017-03-29,838.070007,850.2999880000001,833.5,846.820007,"Mr. Jenkins, the filmmaker behind “Moonlight,” will write and direct this series based on Colson Whitehead’s award-winning novel.",822.4681060200002,16.7999880000001,0,-0.15000000000000002
2017-03-30,838.070007,850.2999880000001,833.5,846.820007,"Mr. Jenkins, the filmmaker behind “Moonlight,” will write and direct this series based on Colson Whitehead’s award-winning novel.",823.3586058900001,16.7999880000001,0,-0.15000000000000002
2017-03-31,838.070007,850.2999880000001,833.5,846.820007,"Mr. Jenkins, the filmmaker behind “Moonlight,” will write and direct this series based on Colson Whitehead’s award-winning novel.",824.2491057600002,16.7999880000001,0,-0.15000000000000002
2017-04-01,838.070007,850.2999880000001,833.5,846.820007,"Mr. Jenkins, the filmmaker behind “Moonlight,” will write and direct this series based on Colson Whitehead’s award-winning novel.",825.1396056300003,16.7999880000001,0,-0.15000000000000002
2017-04-02,838.070007,850.2999880000001,833.5,846.820007,"Mr. Jenkins, the filmmaker behind “Moonlight,” will write and direct this series based on Colson Whitehead’s award-winning novel.",826.0301055000003,16.7999880000001,0,-0.15000000000000002
2017-04-03,838.070007,850.2999880000001,833.5,846.820007,"Mr. Jenkins, the filmmaker behind “Moonlight,” will write and direct this series based on Colson Whitehead’s award-winning novel.",826.9206053700004,16.7999880000001,0,-0.15000000000000002
2017-04-04,891.5,908.5399779999999,890.2800289999999,906.830017,"The internet retailer agreed to pay about $50 million for the streaming rights to 10 games, according to a person briefed on the deal.",828.4112053400005,18.259949000000006,0,0.0
2017-04-05,910.820007,923.7199710000001,905.6199949999999,909.2800289999999,"Standing with a reusable booster and a model of a capsule for carrying humans into space, the billionaire disclosed that he had been financing his rocket company by selling shares in his company.",829.9263054300005,18.099976000000197,0,0.0
2017-04-06,913.7999880000001,917.1900019999999,894.48999,898.2800289999999,What some Bolivians with the world’s healthiest arteries might tell us about cardiac fitness.,831.3314055200005,22.7000119999999,0,-0.05
2017-04-07,913.7999880000001,917.1900019999999,894.48999,898.2800289999999,What some Bolivians with the world’s healthiest arteries might tell us about cardiac fitness.,832.5929057600006,22.7000119999999,0,-0.05
2017-04-08,913.7999880000001,917.1900019999999,894.48999,898.2800289999999,What some Bolivians with the world’s healthiest arteries might tell us about cardiac fitness.,833.8544060000006,22.7000119999999,0,-0.05
2017-04-09,913.7999880000001,917.1900019999999,894.48999,898.2800289999999,What some Bolivians with the world’s healthiest arteries might tell us about cardiac fitness.,835.3385063400005,22.7000119999999,0,-0.05
2017-04-10,913.7999880000001,917.1900019999999,894.48999,898.2800289999999,What some Bolivians with the world’s healthiest arteries might tell us about cardiac fitness.,836.8226066800006,22.7000119999999,0,-0.05
2017-04-11,913.7999880000001,917.1900019999999,894.48999,898.2800289999999,What some Bolivians with the world’s healthiest arteries might tell us about cardiac fitness.,838.3067070200007,22.7000119999999,0,-0.05
2017-04-12,913.7999880000001,917.1900019999999,894.48999,898.2800289999999,What some Bolivians with the world’s healthiest arteries might tell us about cardiac fitness.,839.7908073600006,22.7000119999999,0,-0.05
2017-04-13,913.7999880000001,917.1900019999999,894.48999,898.2800289999999,What some Bolivians with the world’s healthiest arteries might tell us about cardiac fitness.,841.2749077000007,22.7000119999999,0,-0.05
2017-04-14,913.7999880000001,917.1900019999999,894.48999,898.2800289999999,What some Bolivians with the world’s healthiest arteries might tell us about cardiac fitness.,842.7590080400006,22.7000119999999,0,-0.05
2017-04-15,913.7999880000001,917.1900019999999,894.48999,898.2800289999999,What some Bolivians with the world’s healthiest arteries might tell us about cardiac fitness.,843.9373082100007,22.7000119999999,0,-0.05
2017-04-16,913.7999880000001,917.1900019999999,894.48999,898.2800289999999,What some Bolivians with the world’s healthiest arteries might tell us about cardiac fitness.,844.9602086000007,22.7000119999999,0,-0.05
2017-04-17,913.7999880000001,917.1900019999999,894.48999,898.2800289999999,What some Bolivians with the world’s healthiest arteries might tell us about cardiac fitness.,845.9831089900006,22.7000119999999,0,-0.05
2017-04-18,913.7999880000001,917.1900019999999,894.48999,898.2800289999999,What some Bolivians with the world’s healthiest arteries might tell us about cardiac fitness.,847.0060093800006,22.7000119999999,0,-0.05
2017-04-19,913.7999880000001,917.1900019999999,894.48999,898.2800289999999,What some Bolivians with the world’s healthiest arteries might tell us about cardiac fitness.,848.0289097700006,22.7000119999999,0,-0.05
2017-04-20,913.7999880000001,917.1900019999999,894.48999,898.2800289999999,What some Bolivians with the world’s healthiest arteries might tell us about cardiac fitness.,849.0518101600006,22.7000119999999,0,-0.05
2017-04-21,913.7999880000001,917.1900019999999,894.48999,898.2800289999999,What some Bolivians with the world’s healthiest arteries might tell us about cardiac fitness.,850.0747105500006,22.7000119999999,0,-0.05
2017-04-22,913.7999880000001,917.1900019999999,894.48999,898.2800289999999,What some Bolivians with the world’s healthiest arteries might tell us about cardiac fitness.,850.9211106900007,22.7000119999999,0,-0.05
2017-04-23,913.7999880000001,917.1900019999999,894.48999,898.2800289999999,What some Bolivians with the world’s healthiest arteries might tell us about cardiac fitness.,851.7675108300007,22.7000119999999,0,-0.05
2017-04-24,913.7999880000001,917.1900019999999,894.48999,898.2800289999999,What some Bolivians with the world’s healthiest arteries might tell us about cardiac fitness.,852.6139109700007,22.7000119999999,0,-0.05
2017-04-25,913.7999880000001,917.1900019999999,894.48999,898.2800289999999,What some Bolivians with the world’s healthiest arteries might tell us about cardiac fitness.,853.4603111100008,22.7000119999999,0,-0.05
2017-04-26,913.7999880000001,917.1900019999999,894.48999,898.2800289999999,What some Bolivians with the world’s healthiest arteries might tell us about cardiac fitness.,854.3067112500008,22.7000119999999,0,-0.05
2017-04-27,914.3900150000001,921.8599849999999,912.1099849999999,918.3800050000001,"The impact on quarterly results announced Thursday was particularly acute at Amazon, far and away the leader in online computing services.",855.3541111500008,9.75,1,0.35
2017-04-28,914.3900150000001,921.8599849999999,912.1099849999999,918.3800050000001,"The impact on quarterly results announced Thursday was particularly acute at Amazon, far and away the leader in online computing services.",856.4015110500009,9.75,1,0.35
2017-04-29,914.3900150000001,921.8599849999999,912.1099849999999,918.3800050000001,"The impact on quarterly results announced Thursday was particularly acute at Amazon, far and away the leader in online computing services.",857.4489109500008,9.75,1,0.35
2017-04-30,914.3900150000001,921.8599849999999,912.1099849999999,918.3800050000001,"Over the years, the online giant has picked off different retail businesses, from books to electronics. Now apparel sellers are starting to succumb.// Amazon recently received an intriguing patent for an “on demand” apparel manufacturing system, which can quickly fill online orders for suits, dresses and other garments.",858.4963108500009,9.75,1,0.07261904761904761
2017-05-01,927.7999880000001,954.400024,927.7999880000001,948.2299800000001,"Here are the titles we think are most interesting, broken down by streaming service.",859.842210500001,26.600035999999932,1,0.1111111111111111
2017-05-02,927.7999880000001,954.400024,927.7999880000001,948.2299800000001,"Here are the titles we think are most interesting, broken down by streaming service.",861.188110150001,26.600035999999932,1,0.1111111111111111
2017-05-03,927.7999880000001,954.400024,927.7999880000001,948.2299800000001,"Here are the titles we think are most interesting, broken down by streaming service.",862.5340098000011,26.600035999999932,1,0.1111111111111111
2017-05-04,927.7999880000001,954.400024,927.7999880000001,948.2299800000001,"Here are the titles we think are most interesting, broken down by streaming service.",863.7919095800011,26.600035999999932,1,0.1111111111111111
2017-05-05,927.7999880000001,954.400024,927.7999880000001,948.2299800000001,"Here are the titles we think are most interesting, broken down by streaming service.",865.0498093600011,26.600035999999932,1,0.1111111111111111
2017-05-06,927.7999880000001,954.400024,927.7999880000001,948.2299800000001,"Here are the titles we think are most interesting, broken down by streaming service.",866.3077091400011,26.600035999999932,1,0.1111111111111111
2017-05-07,927.7999880000001,954.400024,927.7999880000001,948.2299800000001,"Here are the titles we think are most interesting, broken down by streaming service.",867.5656089200011,26.600035999999932,1,0.1111111111111111
2017-05-08,927.7999880000001,954.400024,927.7999880000001,948.2299800000001,"Here are the titles we think are most interesting, broken down by streaming service.",868.8235087000011,26.600035999999932,1,0.1111111111111111
2017-05-09,952.7999880000001,957.8900150000001,950.2000119999999,952.820007,"The company is introducing voice and video calling with the Echo, the device that is powered by Alexa, its voice-activated smart assistant.// Amazon’s new Echo Show includes a touch screen and the ability to ask Alexa, its voice-activated assistant, to make video or voice calls over a Wi-Fi connection.",870.1273087500011,7.690003000000161,1,0.17532467532467533
2017-05-10,953.5,953.75,945.0,948.9500119999999,"The e-commerce company is looking to make a temporary arrangement permanent, pledging to spend “tens of millions of dollars” on a facility for families.",871.3924088500011,8.75,0,0.0
2017-05-11,945.1099849999999,950.2899779999999,940.7800289999999,947.6199949999999,"Kathryn Hahn stars in a curious, daring and messy new series on Amazon that explores feminism, identity and power, as expressed through culture and art.",872.644208780001,9.509949000000006,0,-0.054545454545454564
2017-05-12,945.1099849999999,950.2899779999999,940.7800289999999,947.6199949999999,"Kathryn Hahn stars in a curious, daring and messy new series on Amazon that explores feminism, identity and power, as expressed through culture and art.",873.8960087100011,9.509949000000006,0,-0.054545454545454564
2017-05-13,945.1099849999999,950.2899779999999,940.7800289999999,947.6199949999999,"Kathryn Hahn stars in a curious, daring and messy new series on Amazon that explores feminism, identity and power, as expressed through culture and art.",874.972708540001,9.509949000000006,0,-0.054545454545454564
2017-05-14,945.1099849999999,950.2899779999999,940.7800289999999,947.6199949999999,"Kathryn Hahn stars in a curious, daring and messy new series on Amazon that explores feminism, identity and power, as expressed through culture and art.",876.0494083700011,9.509949000000006,0,-0.054545454545454564
2017-05-15,958.7299800000001,963.150024,956.0599980000001,957.9699710000001,"Let us now praise a famous Master of the Internet, who has changed the way we live — and isn’t done yet.",877.229607960001,7.090025999999966,1,0.3181818181818182
2017-05-16,958.7299800000001,963.150024,956.0599980000001,957.9699710000001,"Let us now praise a famous Master of the Internet, who has changed the way we live — and isn’t done yet.",878.409807550001,7.090025999999966,1,0.3181818181818182
2017-05-17,958.7299800000001,963.150024,956.0599980000001,957.9699710000001,"Let us now praise a famous Master of the Internet, who has changed the way we live — and isn’t done yet.",879.5900071400009,7.090025999999966,1,0.3181818181818182
2017-05-18,944.7999880000001,962.75,944.76001,958.48999,"The company still trails in its effort to compete with Amazon, but the growth is a sign that it is making headway in its online presence.",880.7754069200009,17.989990000000034,0,0.0
2017-05-19,944.7999880000001,962.75,944.76001,958.48999,"The company still trails in its effort to compete with Amazon, but the growth is a sign that it is making headway in its online presence.",881.960806700001,17.989990000000034,0,0.0
2017-05-20,944.7999880000001,962.75,944.76001,958.48999,"The company still trails in its effort to compete with Amazon, but the growth is a sign that it is making headway in its online presence.",883.146206480001,17.989990000000034,0,0.0
2017-05-21,944.7999880000001,962.75,944.76001,958.48999,"The company still trails in its effort to compete with Amazon, but the growth is a sign that it is making headway in its online presence.",884.331606260001,17.989990000000034,0,0.0
2017-05-22,944.7999880000001,962.75,944.76001,958.48999,"The company still trails in its effort to compete with Amazon, but the growth is a sign that it is making headway in its online presence.",885.517006040001,17.989990000000034,0,0.0
2017-05-23,944.7999880000001,962.75,944.76001,958.48999,"The company still trails in its effort to compete with Amazon, but the growth is a sign that it is making headway in its online presence.",886.702405820001,17.989990000000034,0,0.0
2017-05-24,976.0,981.0,970.2299800000001,980.349976,"At physical bookstores like the new one opening in Manhattan this week, the company is drawing on its vast troves of customer data to shape the design.",888.1064054600009,10.770019999999931,1,0.04545454545454545
2017-05-25,976.0,981.0,970.2299800000001,980.349976,"At physical bookstores like the new one opening in Manhattan this week, the company is drawing on its vast troves of customer data to shape the design.",889.510405100001,10.770019999999931,1,0.04545454545454545
2017-05-26,976.0,981.0,970.2299800000001,980.349976,"At physical bookstores like the new one opening in Manhattan this week, the company is drawing on its vast troves of customer data to shape the design.",890.9144047400009,10.770019999999931,1,0.04545454545454545
2017-05-27,976.0,981.0,970.2299800000001,980.349976,"After crushing the independent bookstore industry, Amazon opens its own. Leave your cash at home.",892.3184043800009,10.770019999999931,1,0.3333333333333333
2017-05-28,976.0,981.0,970.2299800000001,980.349976,"After crushing the independent bookstore industry, Amazon opens its own. Leave your cash at home.",893.7224040200008,10.770019999999931,1,0.3333333333333333
2017-05-29,976.0,981.0,970.2299800000001,980.349976,"After crushing the independent bookstore industry, Amazon opens its own. Leave your cash at home.",895.1264036600008,10.770019999999931,1,0.3333333333333333
2017-05-30,996.51001,1001.2000119999999,995.5200199999999,996.7000119999999,"As big tech companies continue to assert their influence, a handful of businesses are dominating both in sales and on Wall Street.// Amazon briefly shares topped $1,000 on Tuesday. The milestone comes as Jeff Bezos’ company expands beyond e-commerce into cloud computing and entertainment.",896.6939036600008,5.67999199999997,0,0.0
2017-05-31,996.51001,1001.2000119999999,995.5200199999999,996.7000119999999,"As big tech companies continue to assert their influence, a handful of businesses are dominating both in sales and on Wall Street.// Amazon briefly shares topped $1,000 on Tuesday. The milestone comes as Jeff Bezos’ company expands beyond e-commerce into cloud computing and entertainment.",898.2614036600008,5.67999199999997,0,0.0
2017-06-01,998.590027,998.98999,991.3699949999999,995.9500119999999,"At the beginning of every month, there are new movies and TV shows added to streaming platforms. Here are the titles we think are most interesting.",899.8214036600008,7.619995000000131,1,0.37878787878787873
2017-06-02,998.590027,998.98999,991.3699949999999,995.9500119999999,"At the beginning of every month, there are new movies and TV shows added to streaming platforms. Here are the titles we think are most interesting.",901.3814036600008,7.619995000000131,1,0.37878787878787873
2017-06-03,998.590027,998.98999,991.3699949999999,995.9500119999999,"At the beginning of every month, there are new movies and TV shows added to streaming platforms. Here are the titles we think are most interesting.",902.8190037600008,7.619995000000131,1,0.37878787878787873
2017-06-04,998.590027,998.98999,991.3699949999999,995.9500119999999,"At the beginning of every month, there are new movies and TV shows added to streaming platforms. Here are the titles we think are most interesting.",904.2566038600007,7.619995000000131,1,0.37878787878787873
2017-06-05,1007.2299800000001,1013.2100220000001,1003.51001,1011.340027,Information technology managers have started to worry about the difficulty of switching cloud suppliers in the event of a breakdown or hacking attack.,905.8481041100007,9.700012000000129,0,0.0
2017-06-06,1012.0,1016.5,1001.25,1003.0,"The newest versions of Amazon’s tablets, starting at $50, are unabashedly slow and unflashy, but just capable enough to be worth the cheap price.",907.3562040900007,15.25,1,0.09999999999999999
2017-06-07,1005.9500119999999,1010.25,1002.0,1010.070007,The owner of an independent bookstore says it doesn’t use an algorithm to decide what to stock.,908.9350041400007,8.25,0,0.0
2017-06-08,1005.9500119999999,1010.25,1002.0,1010.070007,The owner of an independent bookstore says it doesn’t use an algorithm to decide what to stock.,910.5138041900007,8.25,0,0.0
2017-06-09,1005.9500119999999,1010.25,1002.0,1010.070007,The owner of an independent bookstore says it doesn’t use an algorithm to decide what to stock.,912.0926042400007,8.25,0,0.0
2017-06-10,1005.9500119999999,1010.25,1002.0,1010.070007,The owner of an independent bookstore says it doesn’t use an algorithm to decide what to stock.,913.7042045800007,8.25,0,0.0
2017-06-11,1005.9500119999999,1010.25,1002.0,1010.070007,The suit accuses the company of improperly classifying a former shift manager in California as an employee exempt from overtime pay.,915.3158049200007,8.25,0,0.0
2017-06-12,1005.9500119999999,1010.25,1002.0,1010.070007,The suit accuses the company of improperly classifying a former shift manager in California as an employee exempt from overtime pay.,916.9274052600007,8.25,0,0.0
2017-06-13,1005.9500119999999,1010.25,1002.0,1010.070007,The suit accuses the company of improperly classifying a former shift manager in California as an employee exempt from overtime pay.,918.5390056000007,8.25,0,0.0
2017-06-14,1005.9500119999999,1010.25,1002.0,1010.070007,The suit accuses the company of improperly classifying a former shift manager in California as an employee exempt from overtime pay.,920.1506059400007,8.25,0,0.0
2017-06-15,1005.9500119999999,1010.25,1002.0,1010.070007,The suit accuses the company of improperly classifying a former shift manager in California as an employee exempt from overtime pay.,921.7622062800007,8.25,0,0.0
2017-06-16,996.0,999.75,982.0,987.7100220000001,"While stock in the upscale supermarket chain surged on Friday morning, shares in other grocery giants and retailers dropped.// The deal for a physical grocery retailer reflects Amazon’s ambition to become an even more frequent shopping habit to customers.// The grocery-store industry now faces, in addition to overseas competitors, a deep-pocketed rival with a track record of moving customers online.// Here’s what you need to know at the end of the day.// The battle to sell men’s shirts and food, and just about everything else, is a competition that will define the future of retail.",923.1502067700006,17.75,1,0.095
2017-06-17,996.0,999.75,982.0,987.7100220000001,"The next jobs set to disappear may be ones that are a bigger part of people’s daily lives: retail workers and cashiers in stores and restaurants.// And a discussion of how Facebook is harnessing artificial intelligence — well, almost — to take on “hard questions.”// A longtime approach of making bold — and sometimes head-scratching — moves has brought Jeff Bezos staggering success.",924.5382072600006,17.75,0,-0.036904761904761905
2017-06-18,996.0,999.75,982.0,987.7100220000001,"The next jobs set to disappear may be ones that are a bigger part of people’s daily lives: retail workers and cashiers in stores and restaurants.// And a discussion of how Facebook is harnessing artificial intelligence — well, almost — to take on “hard questions.”// A longtime approach of making bold — and sometimes head-scratching — moves has brought Jeff Bezos staggering success.",925.9262077500006,17.75,0,-0.036904761904761905
2017-06-19,1017.0,1017.0,989.900024,995.169983,"Every month, there are new movies and TV shows added to streaming platforms. Here are the titles we think are most interesting for the latter half of June.// The meal-delivery service’s plans for a public debut come amid upheaval in the food retail industry generated by Amazon’s takeover bid for Whole Foods.// Just as investors were mourning the demise of the old-style conglomerate, Jeff Bezos’ company announced it would stretch its boundaries by buying Whole Foods.// If Walmart wants to make a rival bid for Whole Foods, it will need to overcome strategic and financial obstacles. For now, Amazon has the upper hand.",927.3888078500006,27.09997599999997,1,0.13228438228438227
2017-06-20,998.0,1004.8800050000001,992.0200199999999,992.590027,"To understand why Jeff Bezos bought Whole Foods, look at the profit margins Apple generates at its stores.// Amazon agreed to buy the grocery chain Whole Foods for $13.4 billion.// Amazon Wardrobe, part of the Prime service and part of the company’s effort to expand in apparel, will let customers order three to 15 items of clothing without buying it.",928.8159080700005,12.859985000000165,1,0.2
2017-06-21,998.7000119999999,1002.7199710000001,992.650024,1002.2299800000001,The proposed Whole Foods acquisition might lower prices in the short run but will definitely create an unhealthy concentration of market power.,930.2923076000006,10.06994700000007,0,-0.05
2017-06-22,998.7000119999999,1002.7199710000001,992.650024,1002.2299800000001,The proposed Whole Foods acquisition might lower prices in the short run but will definitely create an unhealthy concentration of market power.,931.7687071300007,10.06994700000007,0,-0.05
2017-06-23,998.7000119999999,1002.7199710000001,992.650024,1002.2299800000001,The proposed Whole Foods acquisition might lower prices in the short run but will definitely create an unhealthy concentration of market power.,933.2451066600007,10.06994700000007,0,-0.05
2017-06-24,998.7000119999999,1002.7199710000001,992.650024,1002.2299800000001,The proposed Whole Foods acquisition might lower prices in the short run but will definitely create an unhealthy concentration of market power.,934.7215061900008,10.06994700000007,0,-0.05
2017-06-25,998.7000119999999,1002.7199710000001,992.650024,1002.2299800000001,"“These two innovators will merge the ideals of conscious capitalism and wicked efficiency,” one reader says. Others are less enthusiastic.",936.1979057200009,10.06994700000007,1,0.17777777777777778
2017-06-26,998.7000119999999,1002.7199710000001,992.650024,1002.2299800000001,"“These two innovators will merge the ideals of conscious capitalism and wicked efficiency,” one reader says. Others are less enthusiastic.",937.6743052500009,10.06994700000007,1,0.17777777777777778
2017-06-27,998.7000119999999,1002.7199710000001,992.650024,1002.2299800000001,"“These two innovators will merge the ideals of conscious capitalism and wicked efficiency,” one reader says. Others are less enthusiastic.",939.150704780001,10.06994700000007,1,0.17777777777777778
2017-06-28,978.5499880000001,990.679993,969.2100220000001,990.330017,"Amazon’s new Echo Show smart speaker, which comes with a touch screen, represents the model for a new kind of communal, household computer.// A tweet may have implied support for legislation helping states force online retailers to collect sales taxes. But that is already Amazon’s practice.",940.508104680001,21.469970999999873,1,0.27175324675324675
2017-06-29,979.0,987.5599980000001,965.25,975.929993,New movies and TV shows are added to streaming platforms each month. Here are the titles we think are most interesting in July.,941.7215043400009,22.309998000000064,1,0.37878787878787873
2017-06-30,979.0,987.5599980000001,965.25,975.929993,New movies and TV shows are added to streaming platforms each month. Here are the titles we think are most interesting in July.,942.934904000001,22.309998000000064,1,0.37878787878787873
2017-07-01,979.0,987.5599980000001,965.25,975.929993,New movies and TV shows are added to streaming platforms each month. Here are the titles we think are most interesting in July.,944.220403880001,22.309998000000064,1,0.37878787878787873
2017-07-02,979.0,987.5599980000001,965.25,975.929993,New movies and TV shows are added to streaming platforms each month. Here are the titles we think are most interesting in July.,945.5059037600009,22.309998000000064,1,0.37878787878787873
2017-07-03,979.0,987.5599980000001,965.25,975.929993,New movies and TV shows are added to streaming platforms each month. Here are the titles we think are most interesting in July.,946.7914036400009,22.309998000000064,1,0.37878787878787873
2017-07-04,979.0,987.5599980000001,965.25,975.929993,New movies and TV shows are added to streaming platforms each month. Here are the titles we think are most interesting in July.,948.0769035200009,22.309998000000064,1,0.37878787878787873
2017-07-05,961.5300289999999,975.0,955.25,971.400024,"Fine jewelry, swimsuits and cocktail dresses are among the many items you can live with free for a while till it’s time to pay up or wrap up.",949.3227036900009,19.75,1,0.3632575757575758
2017-07-06,964.659973,974.400024,959.0200199999999,965.1400150000001,"Amazon’s Kindle e-readers and tablets have been able to play music for years, and there are a few ways to move your listening library to a new device.",950.5059037700008,15.380004000000099,1,0.14545454545454545
